Algorithme : JDE_Simple
Fonction : f4
Run : 5
Meilleur résultat final : 487.9409173656195

--- HISTORIQUE CONVERGENCE (FES, best) ---
1000	4725.463058166055
2000	2120.954954825086
3000	1391.185722802115
4000	916.1249746081384
5000	706.3362846273164
6000	578.8100276690428
7000	578.8100276690428
8000	553.2844670350071
9000	527.2690189528007
10000	525.732206260027
11000	514.2615507026271
12000	508.8545215824365
13000	500.0294722401173
14000	498.77898671457535
15000	494.45958341881476
16000	493.5619153989478
17000	491.9187133406854
18000	491.0475538424041
19000	490.6275450212938
20000	489.86381399451915
21000	489.3325894166213
22000	488.9864523482139
23000	488.68738013219445
24000	488.5709517593938
25000	488.36205108762437
26000	488.20482079737127
27000	488.1578763976746
28000	488.04818108998785
29000	487.9788349102802
30000	487.9409173656195
