Algorithme : JDE_Simple
Fonction : f30
Run : 14
Meilleur résultat final : 26135.696205152693

--- HISTORIQUE CONVERGENCE (FES, best) ---
1000	1829083230.6021335
2000	224889626.0491912
3000	127932217.66285217
4000	117622927.27447934
5000	38344780.2489481
6000	32301162.516686596
7000	18926078.213190135
8000	4852627.279163611
9000	4067809.6560010277
10000	1780555.498486151
11000	935013.0562252534
12000	745514.94796562
13000	522143.9324374232
14000	442202.89845543605
15000	389518.43070122274
16000	189145.00689787566
17000	156701.70474337236
18000	137520.98285673757
19000	137520.98285673757
20000	111633.35969634232
21000	87496.31765283147
22000	87332.69690111691
23000	79826.3464360029
24000	69497.21236886022
25000	58985.68763727047
26000	46484.07599620723
27000	39271.586554361274
28000	39271.586554361274
29000	26135.696205152693
30000	26135.696205152693
