Algorithme : JDE_Simple
Fonction : f13
Run : 13
Meilleur résultat final : 119869.74353160926

--- HISTORIQUE CONVERGENCE (FES, best) ---
1000	25317363998.76294
2000	5274296109.797594
3000	2854999541.6919565
4000	1373782850.575342
5000	462456156.6072601
6000	462431124.87346953
7000	388897554.4391131
8000	266258956.64224243
9000	177869973.7394521
10000	77409142.51372671
11000	70598943.61778998
12000	46270337.063567385
13000	33370049.232048314
14000	13969001.622749204
15000	13969001.622749204
16000	13959539.921444098
17000	10328261.578008749
18000	5432641.732994867
19000	3743589.078636319
20000	3740487.60575201
21000	2698154.343062472
22000	1944904.5659345766
23000	634324.44770661
24000	634324.44770661
25000	634324.44770661
26000	258404.85241897314
27000	256251.09419019654
28000	227103.05975656633
29000	119869.74353160926
30000	119869.74353160926
