Algorithme : JDE_Simple
Fonction : f18
Run : 6
Meilleur résultat final : 139057.3100557097

--- HISTORIQUE CONVERGENCE (FES, best) ---
1000	56895105.875182316
2000	41559127.60501852
3000	38813295.242944404
4000	38813005.17602573
5000	19949514.274945337
6000	15230321.58557834
7000	8592957.120186163
8000	8592952.981914364
9000	6043801.695073363
10000	934517.5082522598
11000	934517.4076373345
12000	741413.1582063893
13000	741413.1582063893
14000	741413.1582063893
15000	741413.1582063893
16000	540727.5770096134
17000	540727.5770096134
18000	540727.5770096134
19000	410761.283950299
20000	350588.93051093025
21000	236976.46376129217
22000	236948.77653847498
23000	236948.77653847498
24000	236948.77653847498
25000	225662.33337922476
26000	225662.33337922476
27000	177652.24931992026
28000	143857.32831095043
29000	143857.32831095043
30000	139057.3100557097
