Algorithme : JDE_Simple
Fonction : f19
Run : 25
Meilleur résultat final : 2113.424629730108

--- HISTORIQUE CONVERGENCE (FES, best) ---
1000	1865990755.7375715
2000	1836808173.944315
3000	191287899.9269818
4000	191287899.9269818
5000	27012320.35589953
6000	27012320.35589953
7000	18812802.036152374
8000	11212837.190976208
9000	4943589.784006533
10000	4777106.258478732
11000	778394.6949080325
12000	602257.968642229
13000	519028.35509647004
14000	140832.15820431733
15000	102420.49992353098
16000	102402.24689659501
17000	77501.4355901588
18000	49992.012030059646
19000	36461.76635357393
20000	28513.222588604134
21000	13577.78906029435
22000	13577.78906029435
23000	6879.321898699992
24000	5014.061331659573
25000	3311.893941831487
26000	2454.931981049591
27000	2404.8436685735364
28000	2404.8436685735364
29000	2242.555963201885
30000	2113.424629730108
