Algorithme : JDE_Simple
Fonction : f12
Run : 9
Meilleur résultat final : 1189035.1037812438

--- HISTORIQUE CONVERGENCE (FES, best) ---
1000	29172337504.21759
2000	9417342414.475405
3000	3697495271.7411966
4000	1489764072.6349487
5000	815504660.3629735
6000	668420012.9568179
7000	596394703.6840252
8000	363844871.3619826
9000	177460012.93296683
10000	177460012.93296683
11000	97049502.148032
12000	73776209.22569408
13000	46760595.93565744
14000	45464685.40587335
15000	23857848.88899467
16000	16958891.083126638
17000	16152068.508814506
18000	16152068.508814506
19000	16152068.508814506
20000	13642347.216417583
21000	9557792.608034905
22000	7926598.274277998
23000	5432029.578419287
24000	3747965.730945573
25000	1777968.471846221
26000	1777968.471846221
27000	1777968.471846221
28000	1604924.3947315163
29000	1317016.357570665
30000	1189035.1037812438
