Algorithme : JDE_Simple
Fonction : f17
Run : 15
Meilleur résultat final : 2278.3334550047716

--- HISTORIQUE CONVERGENCE (FES, best) ---
1000	3326.711179606175
2000	2821.203605959967
3000	2659.0417888816123
4000	2659.0417888816123
5000	2656.993844802858
6000	2638.4208670021517
7000	2394.256272875785
8000	2339.115797004692
9000	2339.115797004692
10000	2337.2256905503345
11000	2337.2256905503345
12000	2337.2256905503345
13000	2337.2256905503345
14000	2323.585857121755
15000	2315.2750896624143
16000	2315.2750896624143
17000	2315.2750896624143
18000	2315.2750896624143
19000	2315.2750896624143
20000	2315.2750896624143
21000	2315.2750896624143
22000	2315.2750896624143
23000	2315.2750896624143
24000	2312.78350232534
25000	2292.922512335276
26000	2292.922512335276
27000	2278.3334550047716
28000	2278.3334550047716
29000	2278.3334550047716
30000	2278.3334550047716
