Algorithme : JDE_Simple
Fonction : f2
Run : 11
Meilleur résultat final : 1.2531191771893314e+20

--- HISTORIQUE CONVERGENCE (FES, best) ---
1000	7.756219549372758e+41
2000	5.154430895488909e+37
3000	8.563872948365973e+35
4000	4.437942871869196e+34
5000	4.430125277789488e+34
6000	4.238514478707078e+33
7000	4.7807678281847054e+30
8000	4.7807678281847054e+30
9000	4.7807678281847054e+30
10000	1.354462780560833e+29
11000	4.333100121258843e+28
12000	1.4152328808186912e+28
13000	2.3198917551647853e+27
14000	1.124362161330328e+26
15000	1.124362161330328e+26
16000	5.320384333004887e+25
17000	2.4690503591432244e+25
18000	6.894880041028778e+24
19000	7.998697330904268e+23
20000	5.846413635957109e+23
21000	3.370809584028653e+23
22000	3.032752215424664e+23
23000	6.019327879962796e+22
24000	3.681617311915089e+22
25000	1.909006497273618e+22
26000	2.6794463548451366e+21
27000	1.0299059184701951e+21
28000	8.927162852600128e+20
29000	6.382614007674134e+20
30000	1.2531191771893314e+20
