Algorithme : JDE_Simple
Fonction : f2
Run : 18
Meilleur résultat final : 1.207990974124645e+22

--- HISTORIQUE CONVERGENCE (FES, best) ---
1000	1.1711201944748723e+38
2000	5.288093701047526e+37
3000	4.772850742578176e+36
4000	7.279468567360307e+33
5000	1.9137565901002017e+33
6000	1.9122530121594032e+33
7000	1.341265701772736e+33
8000	5.6694794636229376e+29
9000	3.2178915369234175e+29
10000	3.2178915369234175e+29
11000	1.947088461961862e+29
12000	1.947088461961862e+29
13000	4.201200636755152e+28
14000	1.1080810936526759e+28
15000	1.685206018689769e+27
16000	1.685206018689769e+27
17000	7.109069454273892e+26
18000	2.396722906986411e+26
19000	1.1431606442149361e+26
20000	3.142685349594953e+25
21000	3.142685349594953e+25
22000	2.530469150997773e+25
23000	2.530469150997773e+25
24000	1.144073432086664e+24
25000	1.144073432086664e+24
26000	2.9055428177842015e+23
27000	2.2972292489717546e+23
28000	1.2304583875624876e+23
29000	9.172624965183691e+22
30000	1.207990974124645e+22
